message_id,file_id,caption,file_size,id,title
1187,BAACAgQAAx0Ec8rVjQACBKNkYd0royIagxvFyyM1iZEZJS6SSQAClQoAArdFeFFvyrcSa8wBay8E,"🎬 Nomi: Omon qolgan 
 ➖➖➖➖➖➖➖
🌎 Davlati: AQSH
💽 Formati: 720p, HD
🇺🇿 Tili: O'zbek tilida
🎭 Janri: #Triller #Kriminal
⏳ Davomiyligi: 1s 31 minut

 ",679,639,  Omon qolgan 
1188,BAACAgIAAx0Ec8rVjQACBKRkYd0rBo2biyDJmKXYnILo69U2XgACoAUAAvhpoEh87-5I328Fsi8E,"🎬Indiana Jons 1 : Muqaddas tosh
🇺🇿 Tili: O‘zbek tilida 
🌍 Davlati: AQSH
💽 Sifati: 480p HD
🎞 Janri: jangari. sarguzasht
📆 Yili: 1981-yil
📥 Hajmi: 456.4 MB

 ",456,640,Indiana Jons 1  Muqaddas tosh
1189,BAACAgIAAx0Ec8rVjQACBKVkYd0sArbjN-HTbHiFjED4IYwkWgACkBoAAtTVQUlFtJ_KgnYJvi8E,"🎬  Oltin To‘qmoq 
🇺🇿  O'zbek Tilida 
🌍  AQSH, Xitoy
⚔ Jangari, Sarguzasht 

 ",748,641,  Oltin To‘qmoq 
1190,BAACAgQAAx0Ec8rVjQACBKZkYd0sHrNIrV78tCswZf3XQ80EGQACFgkAArSq6VOOY2uJRpXuhS8E,"🎥  Narkoz (2007)
🇺🇿O'zbek tilida 
📀Sifati 480p 
📆Yili 2007 
🎞️Janri : Triller Melodrama Kriminal
➖➖➖➖➖➖➖ 
 ",1001,642,  Narkoz 
1191,BAACAgEAAx0Ec8rVjQACBKdkYd0smXwgRUUg9MCuuC8zE_7QDgAC8QEAAqGtiEasFYjpZip8vy8E,"🎬Tunel
🇺🇿O'zbek tilida
📀Sifati 480p
🎞️Janri : #Drama #Triller

 ",638,643,Tunel
1192,BAACAgEAAx0Ec8rVjQACBKhkYd0w3V9WRjQG9OA5seB8FB0YxwACagIAAhQ8iESGbeKuUvVP-i8E,"🎬 Meg: Tubsizlik Maxluqi
🇺🇿 O'zbek Tilida
🌍 AQSH 
🎞️Jangari, Fantastika

 ",685,644, Meg Tubsizlik Maxluqi
1193,BAACAgQAAx0Ec8rVjQACBKlkYd0wdb94m0o0lDWaN_v7l-MRawACUQ4AAp6f-VPpGrS-pYI2oy8E,Astral 1 480p Sifatli dublaj ovozlari sifatli,377,645,Astral 1  Sifatli dublaj ovozlari sifatli
1194,BAACAgQAAx0Ec8rVjQACBKpkYd0xusLyPEOHQ6DBYnwldTJI6wACtREAArgRCVHRP0igd9baRy8E,"🎬Nomi: Ko'cha jangchisi
➖➖➖➖➖➖➖➖➖➖
🌍Tili: Oʻzbek Tilida 
📀Sifati: 720P HD
🌏Davlat: AQSH
📆Yili: 1994-yil
🎞️Janri: #Jangari #Triller

 ",766,646, Kocha jangchisi
1195,BAACAgQAAx0Ec8rVjQACBKtkYd0xCp-vLVnlfpv82PqT5Wh7mwACeQgAAsdUKVA3-hWRl0KYuS8E,"'Xatiko Eng sodiq do'st'
 Original holda
1080p 

 ",1635,647,Xatiko Eng sodiq dost
1196,BAACAgQAAx0Ec8rVjQACBKxkYd2ZXUzFjqeQq8ITznLVdqumDQACUQ0AAghpSVBkFoe5z7Bqai8E,"🎬 ➺ Koinotdan qochish
🇺🇿 ➺ O'zbek tilida [720p/HD] 
🌍 ➺ Davlati: AQSH
⚔ ➺ Janri: Sarguzasht  komediya  Fantastika

 ",1040,648,  Koinotdan qochish
1197,BAACAgIAAx0Ec8rVjQACBK1kYd2ZlOoEm7C1djPdW2eKnjHjTgACRwgAAtPgmUpyInjKBQTG_C8E,"Maks va Stil
Tili: Uzbek
Davlati: AQSH
Sifati: 480p
Janri: Jangari 

 ",528,649,Maks va Stil
1198,BAACAgIAAx0Ec8rVjQACBK5kYd2aykrH_CAr2cFrn1IJ862JHAACfhUAAhFVQEguVgJ-9ASDFi8E,"🎬Nomi: Qaroqchilar
🇺🇿Tili: O'zbek Tilida
📅Yili: 2021
🌏Davlati: AQSH
🎞Sifati: 720p
🎭Janri: Jangari,Fantastika 

 ",708,650, Qaroqchilar
1199,BAACAgIAAx0Ec8rVjQACBK9kYd2agA9zJVQv6Td6WZ6ZAAEUnOIAAgoHAAJ3NZFJNdE34c3IKOQvBA,"🎬Ko'xna afsona
🇺🇿O'zbek tilida 
📀Sifati 720p 
🎞️Janri : Jangari, Sarguzasht 
👥Muso alayhissalom haqida kino 

 ",724,651,Koxna afsona
1200,BAACAgQAAx0Ec8rVjQACBLBkYd2afuTz_5EpoksiNyut09lLCgACTA4AAqmkyFCJP4IzqAABOJYvBA,"🎬Nomi: Sirk
➖➖➖➖➖➖➖➖➖➖
🌍Tili: Oʻzbek Tilida 
📀Sifati: 720P HD
🌏Davlat: Hindiston 
📆Yili: 2022-yil
🎞️Janri: #Komediya

 ",1692,652, Sirk
1201,BAACAgIAAx0Ec8rVjQACBLFkYd2etIWXQ3O7AWiJFueaGgIfRwACjyQAAjP8eUsDftaKMRaKvC8E,"Qahramon bolalar
Tili🇺🇿uzbek tilida 

 ",556,653,Qahramon bolalar
1202,BAACAgEAAx0Ec8rVjQACBLJkYd2fSeOFhONuhNiAj7U51Qy2uAACwwEAAlUAAbBHRGXsktz6D_UvBA,"🎬2012 - dunyoning tugashi 
🇺🇿O'zbek tilida 
📀Sifati 720p 
📆Yili 2009
🎞️Janri : Jangari Fantastika Sarguzasht 
👥Bosh rollarda : Amanda Pit, Jon Kayusak, Chivetel Edjiofor 

 ",712,654,  dunyoning tugashi 
1203,BAACAgIAAx0Ec8rVjQACBLNkYd2fgymgnWmqlbJ9N6czHdYjhwACfhUAAhFVQEguVgJ-9ASDFi8E,"🎬Nomi: Qaroqchilar
🇺🇿Tili: O'zbek Tilida
📅Yili: 2021
🌏Davlati: AQSH
🎞Sifati: 720p
🎭Janri: Jangari,Fantastika 

 ",708,655, Qaroqchilar
1204,BAACAgQAAx0Ec8rVjQACBLRkYd2f4fy7SEQNFGsBwcAMj7FoOwAChQcAAnPwMFOiu7PH-1-Yxi8E,"🎬Nomi: Nishon nuqtasi
🇺🇿Tili: O'zbek Tilida
📅Yili: 2017
🌏Davlati: AQSH
🎞Sifati: 720p
🎭Janri: Jangari,Kriminal 

 ",999,656, Nishon nuqtasi
1205,BAACAgIAAx0Ec8rVjQACBLVkYd2ftiwk4xFN6qitZ-0twF2OTwAC_icAAuCLEUu5qT85UPP7fi8E,"Mening Jangim. Sahrodagi Bo'ron (2022)
 O'zbek Tilida
#urush #jangari #triller 

 ",1745,657,Mening Jangim Sahrodagi Boron 
1206,BAACAgQAAx0Ec8rVjQACBLZkYd2mXxyBdBICU-kW_WZlornG_QAC6Q4AAuCVqVEeQiK-Ck9FRi8E,"🎬 'Shazam 2 : Maʼbudlar qahri 
🌐 Davlat: AQSh 
🎞 Sifat: HD (720P)
🇺🇿 O'zbek tilida 
🌚 Janri : Fantaziya, Jangari ,Triller 

 ",1276,658, Shazam 2  Maʼbudlar qahri 
1207,BAACAgEAAx0Ec8rVjQACBLdkYd2mhvBZHVGFkIm1k7HVRSX9CQACEAMAAqNB6EbBrC-ocgY_Qi8E,"Yangi Mutantlar 

Tili: o‘zbek tilida
Janri: jangari, fantastika
Yili: 2020
Sifati: 720p
➖➖➖➖➖➖ 
 ",616,659,Yangi Mutantlar 
1208,BAACAgEAAx0Ec8rVjQACBLhkYd2mde3Kh3XEqvrGHbAGWRxTpAACkAMAAru00USak0Pf6_PZqi8E,"🎬Nomi: Iblis Qutisi 2
➖➖➖➖➖➖➖➖➖➖
🌍Tili: Oʻzbek Tilida 
📀Sifati: 720P HD
🌏Davlat: AQSH
📆Yili: 2023-yil
🎞️Janri: #Ujas #Triller 

 ",584,660, Iblis Qutisi 2
1209,BAACAgEAAx0Ec8rVjQACBLlkYd2m-zliAAHPPAnw0ZLbuSJtnEkAAi4CAALQ6JhHK4YkDBenQ3gvBA,"🎬Nomi: ANAKONDA TIMSOHGA QARSHI (2015) 
➖➖➖➖➖➖➖
🇺🇿Tili: O'zbek tilida 
📀Sifati: 480P HD
🌏Davlat: AQSH Bolgariya
🎞️Janri:   #Fantastika #Triller #Kriminal #Kriminal #Fentezi #Sarguzasht #Ujis 

 ",637,661, ANAKONDA TIMSOHGA QARSHI  
1210,BAACAgQAAx0Ec8rVjQACBLpkYd2ntYfK82iIexgongMgCpMAAaAAAl4IAAINLJFTvSCuP0g0GPwvBA,"'Tug'ma poygachi 2'

 O'zbek Tilida

𝖣𝖺𝗏𝗅𝖺𝗍i: AQSH
𝖩𝖺𝗇𝗋i: Jangari, Sport
➖➖➖➖➖➖ 

 ",568,662,Tugma poygachi 2
1211,BAACAgQAAx0Ec8rVjQACBLtkYd2rE21VMJkMV8ryo4AYeirDbwACXQgAAg0skVMv1CnQfZXi3y8E,"▷ 'Tug'ma poygachi 1

 O'zbek Tilida

𝖣𝖺𝗏𝗅𝖺𝗍i: AQSH
𝖩𝖺𝗇𝗋i: Jangari, Sport
➖➖➖➖➖➖ 

 ",616,663, Tugma poygachi 1
1212,BAACAgEAAx0Ec8rVjQACBLxkYd2rxyn09IGa2WsrpzHx7Pcl-QACnQIAAigT0EXQGG53LTDwYS8E,"🎬Kino nomi:Men Afsonaman
📅Yili:2007-yil
🇺🇿Tili:Oʻzbek tilida
🇺🇸Davlati:AQSH 
💽Hajmi:539.5
💾Sifati:Oʻrtacha(480p)
➖➖➖➖➖➖ 

 ",539,664,Men Afsonaman
1213,BAACAgEAAx0Ec8rVjQACBL1kYd2sfVxHvyxyEf8aaPN0PVYH1AAC7QEAAn32CEeo1Vb-Sp8Dzi8E,"🎥 lulu va briggs 
🇺🇿uzbek tilida 
📆 2022 yil 23 fevral 
📀 HD formata

 ",804,665, lulu va briggs 
1214,BAACAgQAAx0Ec8rVjQACBL5kYd2sCv_sTjeYCECfbLMaSr9p2QAC5QoAAnZhsFBnL0vF1Z2e9y8E,"Assasin: Olamlar Jangi (2021) 
O'zbek Tilida
#fantastik #jangari

 ",1689,666,Assasin Olamlar Jangi  
1215,BAACAgIAAx0Ec8rVjQACBL9kYd32nrhfrdpHC11XaZbMTRyagwACZS4AAiOSaUn3Qrus0tjBJy8E,"🎬 SO'QMOQLAR 
⏰ YILI 2013
🇺🇿 O'ZBEK TILIDA 
✏️ 16+YOSHDAN KO'RISH TAVSIYA ETILADI 
📀 SIFATI 720P HD 
🎞 JANRI BIOGRAFIYA DRAMA
🇦🇺 DAVLATI AVSTRALIYA

 ",1126,667, SOQMOQLAR 
1216,BAACAgQAAx0Ec8rVjQACBMBkYd32cfSLnMZBWN6sJQOjobvXwQACfAsAAo1YGVAZYkFLPJ4a2C8E,"🎬Nomi: Nuh (alayhissalom haqida film)
🇺🇿Tili: O'zbek tilida 
📀Sifati: 480p
🎞️Janri: Jangari fantastika 

 ",780,668, Nuh alayhissalom haqida film
1217,BAACAgEAAx0Ec8rVjQACBMFkYd334_bkMw20LY6QB_YVDVV0WAACrwMAAhnroEac0pUDGn-vFy8E,"▷ 'Qora telefon' (2021) (720p) O'zbek Tilida 

Janri: Ujas, TrilleR 

 ",742,669, Qora telefon   
1218,BAACAgIAAx0Ec8rVjQACBMJkYd33GxMps9XRgcUqykBzxpfo8gACPAIAAqsE0UhVV5-ASdkMLC8E,"Multfilm: Robinzon Kruzo
🎥mp4
🇺🇿O'zbek tilida

 ",193,670,Multfilm Robinzon Kruzo
1226,BAACAgIAAx0Ec8rVjQACBMpkYd4BnCl-OZvmtDxNh9pOuHkpzAACPCwAAt_7YUuZVlp-blaa2y8E,"🎬 ➺ Imtixon O'yinlari 
🇺🇿 ➺ O'zbek Tilida",486,678,  Imtixon Oyinlari 
1227,BAACAgIAAx0Ec8rVjQACBMtkYd4B3BSAfTQBCYOwbPEg2DyOaQACAyIAAiwSaEsugpTDKl4tUS8E,"🎬 ➺ Barchasi Sevgi Tufayli
🇺🇿 ➺ O'zbek Tilida",536,679,  Barchasi Sevgi Tufayli
1228,BAACAgEAAx0Ec8rVjQACBMxkYd4BRdQYChCRIc8yDSRwRhHffAACCwYAAueM2EQJArfO55jpfi8E,"🎬 ➺ Favqulotda Xavfli 
🇺🇿 ➺ O'zbek Tilida",464,680,  Favqulotda Xavfli 
1229,BAACAgEAAx0Ec8rVjQACBM1kYd4Bv3xZYFR7KDM8qxAZa9Vw0AACywMAApYC4ERGDeuv7_nBey8E,"🎬 ➺ Qorong'ulik Qutublari
🇺🇿 ➺ O'zbek Tilida",468,681,  Qorongulik Qutublari
1230,BAACAgIAAx0Ec8rVjQACBM5kYd4IDzITWfvU7H8PmQISNRxaTwACaCkAAjfS-UimC-bJCL8erC8E,"🎬 ➺ Ko'zbo'yamachi 
🇺🇿 ➺ O'zbek Tilida
L",503,682,  Kozboyamachi 
1231,BAACAgEAAx0Ec8rVjQACBM9kYd4I3338pUU4f4J1xCVXCjbO6AAC-QMAAnevqERqJGbFWnXkFC8E,"🎬 ➺ Ko'zboylag'ich
🇺🇿 ➺ O'zbek Tilida
🌍 ➺ AQSH, Chexiya
⚔ ➺ Fantastik, Detektiv",339,683,  Kozboylagich
1232,BAACAgEAAx0Ec8rVjQACBNBkYd4ImkmqxbEdMQABMnTmFDIzU-8AAtsCAAKcMlhELXd2BNh0RHEvBA,"🎬 ➺ Terminal
🇺🇿 ➺ O'zbek Tilida
🌍 ➺ AQSH filmi
⚔ ➺ Komediya, Melodrama",540,684,  Terminal
1233,BAACAgIAAx0Ec8rVjQACBNFkYd4Jx7nelD3UwI3Pl3NRsRE4BwACVg4AAm55-UqUz0GCrfplzC8E,"🎬 ''JINOYATCHINING SOʻNGI KUNI''

🇺🇿 UZBEK TILIDA 
🎞 JANRI: JANGARI FANTASTIKA 
📆 YILI: 2020
🌍 DAVLATI: AQSH.",929,685, JINOYATCHINING SOʻNGI KUNI
1234,BAACAgIAAx0Ec8rVjQACBNJkYd5-WGr6I5cpuXOxZI5n_I4WrAACyBoAAgMDGErrVBdBn5OiEC8E,"🎬 Politsiyachilar chuqur zaxirada

🇺🇸 Davlati AQSH
⏰ Yili 2022
🎞 Janri Jangari boyevik
🇺🇿 Tili O'zbek",375,686, Politsiyachilar chuqur zaxirada
1235,BAACAgEAAx0Ec8rVjQACBNNkYd5-lxB7DYT0Y3HtxKkjodIkcAACQwIAAo_s8ET7EFxifbhuwS8E,"#Premyera🔥
🎬Nomi: Dinozavrlar bosqini
🇺🇿Tili: O'zbek tilida
📀Sifati 480p
📆Yili 2006
🇺🇸 Davlat: JANUBIY KAREYA",1123,687, Dinozavrlar bosqini
1236,BAACAgEAAx0Ec8rVjQACBNRkYd5_v43mtICEQub6FSm19k3OtAACWQMAAsYIeUVDnA5OhoaNjS8E,"🎬 RUFUSNING SEHRLI MAMLAKATI
 ➖➖➖➖➖➖➖➖➖➖➖➖
🇺🇿 O'zbek tilida
💽 HD formatda (480p)
📇 #Komediya, #Sarguzasht
🌐 Fransiya filmi
📅 Yili: 2020
  ➖➖➖➖➖➖➖➖➖➖",434,688, RUFUSNING SEHRLI MAMLAKATI
1237,BAACAgEAAx0Ec8rVjQACBNVkYd5_8dywOeRRjiPpaLSC9uK_UwACsQIAAp2kGUSy-NEeicsJbS8E,"🎬Kino nomi:Labirint 1 Xavfli tuzoq
📅Yili:2014-yil
🇺🇿Tili:O'zbek
🇺🇸Davlati:AQSH 
💽Hajmi:564.4mb
💾Sifati:Yuqori (480p/HD)
🎞Janri: Jangari Fantastika",564,689,Labirint 1 Xavfli tuzoq
1238,BAACAgQAAx0Ec8rVjQACBNZkYd5_kJx-HnDpYr3U3k1_N3fyiQACOwcAAj0oMFB4w0SOKZ2x4S8E,"Labirintdagilar 2: olov iskanjasida
🇺🇿 O'zbek Tilida 
📀Sifati 720p 
📆2015-yil",755,690,Labirintdagilar 2 olov iskanjasida
1239,BAACAgQAAx0Ec8rVjQACBNdkYd6DEBkyyDps9zU4vRAnCRgRawACPAcAAj0oMFALrNGyScPdoi8E,"Labirintdagilar 3: O'limga qarshi
🇺🇿 O'zbek Tilida 
📀Sifati 720p 
📆2018-yil",648,691,Labirintdagilar 3 Olimga qarshi
1240,BAACAgQAAx0Ec8rVjQACBNhkYd6ERZJDcjoPBfHDCyr8LUJwmwACFw4AAnHiOVDbX0liTnlacS8E,"🎬 '41-yilning kuzi' 

Yili:2016
Mamlakat:Россия
Yosh:12+
Janr: Urush  Sarguzashtlar  Melodrama  Oilaviy
Sifat:HD
Ovoz:Uzbek tilida
Davomiyligi:99 мин. / 01:39",727,692, 41yilning kuzi 
1241,BAACAgQAAx0Ec8rVjQACBNlkYd6EsFM3JSklEgXOySkZHg04TQACcQcAAuGQYVD--eqZVxJJVi8E,"🎞 Kino Nomi: Metin Odam
➖➖➖➖➖➖
🌐 Davlati: Aqsh
⏱ Davomligi: 1:42:41
⏳ Hajmi: 577.4 MB
🖥 Formati: HD
📻 Janri: Triller Detektiv Fantastika",577,693, Kino  Metin Odam
1242,BAACAgQAAx0Ec8rVjQACBNpkYd6ErvJyWRqNs4TRokaam11F2AACFAkAAvI7oVLvbY-rzQjf2S8E,"🎬 Nomi: Qarchig'ayning qulashi 

➖➖➖➖➖➖➖

🌎 Davlati: AQSH
💽 Formati: 480p, HD
🇺🇿 Tili: O'zbek tilida
🎭 Janri: #Boyevik #Triller
⏳ Davomiyligi: 2s 13 minut",708,694,  Qarchigayning qulashi 
1243,BAACAgQAAx0Ec8rVjQACBNtkYd6EbjQOwDblYnho-HvXu99AywACEwkAAp3yiFGX1qU0e1QL3i8E,"🎬 'Uri Bazasiga Hujum' b/f
🌍 Davlat: Hindiston
📆 Chiqarilgan yil: 2021
🎭 Janr: #jangari, #drama, #kriminal
🇺🇿 Til: o'zbek tilida
📹 Sifat: 480p",621,695, Uri Bazasiga Hujum 
1244,BAACAgIAAx0Ec8rVjQACBNxkYd6I2_i72EwMPwUaaPVAG_muVgACOxwAAkMx-EjEJfBo_CAxhS8E,"🎬 Nomi: BOSHGA TUSHGANNI KO‘Z KO‘RAR 2022

💎 Formati: HD
🎭 Janri: #Oilaviy #Komediya #Premyera
⏰ Davomiyligi: 1s|22min",273,696,  BOSHGA TUSHGANNI KO‘Z KO‘RAR 
1245,BAACAgEAAx0Ec8rVjQACBN1kYd6Jp0Tkiq-RBdt0Ks1DzOKpGAACFAIAAmMq8UWrY6QlMvPvbS8E,"🎬Nomi: Tig' ustida yuguruvchi
🇺🇿Tili: O'zbek tilida
📀Sifati  480p
📆Yili 2017
🇺🇸 Davlat: AQSH
📉 Reyting: IMDB:8.0 KinoPoisk:7.7
📥Manba: Asilmedia.net
🎞️Janri : #Jangari #Fantastika #Triller",496,697, Tig ustida yuguruvchi
1246,BAACAgQAAx0Ec8rVjQACBN5kYd6JkqERXsoxzlHVhfHXTLCF7wACfQwAAq1e6VOjUlFiZnGewS8E,"Zulmat qo'rg'oni 
Davlat: AQSH
Yil: 2022
O'zbek tilida
Sifat: 720p
Janr: Jangari triller",512,698,Zulmat qorgoni 
1247,BAACAgQAAx0Ec8rVjQACBN9kYd6JY52cw-w_qhySOwNP7zzRiwAC3gwAArAAAflTxVDUopKqhPgvBA,"Virtuoz 
O'zbek tilida 
Yil: 2021
Sifat: 480p
Janr: jangari triller",538,699,Virtuoz 
1248,BAACAgIAAx0Ec8rVjQACBOBkYd6Jqd3XLngfax_jiQtwSEOiBAAChQcAAgEh0UnBH0KIFAw-lS8E,"🎬Nomi: Qaroqchilar shahri
🇺🇿Tili: O'zbek tilida
📀Sifati 480p
📆Yili 2010
🇺🇸 Davlat: AQSH
📉 Reyting: IMDB: KinoPoisk:
📥Manba: Asilmedia.net
🎞️Janri : #Kriminal #Jangari #Triller",503,700, Qaroqchilar shahri
1249,BAACAgQAAx0Ec8rVjQACBOFkYd6QYpG0juJAfyCT3DP3LdtDoQAC-BsAAuKg0VPb6_DiLSb2Ri8E,"Platforma
Yil: 2019
O'zbek tilida 
Sifat: 480p
Janr: Fantastik herror triller",345,701,Platforma
1250,BAACAgQAAx0Ec8rVjQACBOJkYd6QVZgV06fghHHSf9zuUJreZQACjw4AAuwICFJjM7vaFZk_OS8E,"#Premyera

🎬Nomi: Jo'natma
➖➖➖➖➖➖➖➖➖➖
🌍Tili: Oʻzbek Tilida 
📀Sifati: 480P Mobile HD
🌏Davlat: AQSH
📆Yili: 2012-yil
🎞️Janri: #Jangari #Triller",417,702, Jonatma
1251,BAACAgIAAx0Ec8rVjQACBONkYd6Q9h3Z6T7VfeM3ujynlX9QdQACMAwAAgk08Upgu3gMHl4Mty8E,"Spaydervik Kundaligi 
O'zbek tilida 
Sifat: 480p
Janr: Fantastik sarguzasht",514,703,Spaydervik Kundaligi 
1252,BAACAgQAAx0Ec8rVjQACBORkYd6RmyB3UNy7FaUGaereNEpglQACvwsAAoXRwVCXLeGvvhzvHC8E,"🎬Nomi: Mening o'g'lim
🇺🇿Tili: O'zbek tilida
📀Sifati 720p
📆Yili 2018
🇺🇸 Davlat: YAPONIYA
📥Manba: Asilmedia..net
🎞️Janri : #Triller #Drama #Sarguzasht",1013,704, Mening oglim
1253,BAACAgQAAx0Ec8rVjQACBOVkYd739n1VEq0BYO75c_aBYy3RvwACYwgAAl2UOVHY2e8FeR5dgC8E,"📽️Meros 
🇺🇿O'zbek tilida 
💾Sifati 720p 
📆Yili 2020 
🎭Janri : Jangari Triller",845,705,📽️Meros 
1254,BAACAgEAAx0Ec8rVjQACBOZkYd73o6Hr5fhv8G1AB4S2b3fwcQACzwADOLFYRkopyaPszRfFLwQ,"🎬 'Tajovuzkor Denni
🇺🇿 Oʻzbek tilida 
🌍 Davlati: Xitoy
🎞️Janri: Jangari

Reaksiya qoldiring 🔥💯

Eng zoʻr kinolar bizning kanalda 🎥🎬",876,706, Tajovuzkor Denni
1255,BAACAgQAAx0Ec8rVjQACBOdkYd73T4sI1lgc16_P2P99ozZ37wACawgAApsJcVKKJYogMiog9y8E,"🎬 ➺ Sevgi va Maxluqlar
🇺🇿 ➺ O'zbek Tilida
🌍 ➺ AQSH, Avstraliya, Kanada
⚔ ➺ Jangari, Sarguzasht",811,707,  Sevgi va Maxluqlar
1256,BAACAgEAAx0Ec8rVjQACBOhkYd74j8CDURNlRqgK_W8s7jF8LwAC_AIAAm6B4ETs9C3YJei6ky8E,"Tepadagi Treylerning Kinosi
➖➖➖➖➖➖➖➖
Skylines (2020)
➖➖➖➖➖➖➖➖
Ps/ .................",314,708,Tepadagi Treylerning Kinosi
1257,BAACAgQAAx0Ec8rVjQACBOlkYd746j4EPczJOCB9x0hq645zXQACYAgAArVPUVPMWywfcK0Y9S8E,"🎥Film Nomi: 'BETMAN SUPERMENGA QARSHI'
🇺🇿Tili: O'zbek tilida
📆Yili: 2016
🎞Sifaтi: 720p
🎭Janri: #sarguzasht #fantastika #jangari",991,709,Film  BETMAN SUPERMENGA QARSHI
1258,BAACAgQAAx0Ec8rVjQACBOpkYd78W4JiRtQ02cK47Koz07ORiAACogkAAhHo-FEkyS55pz6IJS8E,"🎬 Zamonaviy qahramonlar
🇺🇿 Oʻzbek tilida
🌐 Davlat: AQSH
🎞️ Janri: jangari, triller, kriminal",386,710, Zamonaviy qahramonlar
1259,BAACAgQAAx0Ec8rVjQACBOtkYd78dORUzTiUTc1gHhaWJmlnVgACAgsAAnxZWFDHzB0-yAb1ii8E,"🎬Kino nomi: O'lim hududi
📅Yili:2021-yil
🇺🇿Tili:O'zbek
🇺🇸Davlati: AQSH
💽Hajmi: 421 mb
💾Sifati:Yuqori (480p)
🎞Janri: #Jangari #fantastik",421,711, Olim hududi
1260,BAACAgUAAx0Ec8rVjQACBOxkYd78LcQ7jPuNsphs82EG03duaAACSQsAAlNoGVTqATQxaiVBYC8E,"#Premyera

🎬Nomi: Ajdarning chiqishi
➖➖➖➖➖➖➖
🇺🇿Tili: o'zbek tilida 
📀Sifati: 720P HD
🌏Davlat: AQSH GongKong
📆Yili: 1973-yil
🎞️Janri: #Triller #biografiya #jangari #kriminal #drama",980,712, Ajdarning chiqishi
1261,BAACAgUAAx0Ec8rVjQACBO1kYd79cPuK-Ft7QzMoQ11Bvg5--gACrgcAAlNoIVQz9OuYk_AXJy8E,"#Premyera

🎬Nomi: Afsonaning yuksalishi / Afsonaning tug'ilishi
➖➖➖➖➖➖➖
🇺🇿Tili: o'zbek tilida 
📀Sifati: 480P HD
🌏Davlat:  Xitoy Gongkong
📆Yili: 2014-yil
🎞️Janri: #Jangari #Drama #Fantastika #Triller #Sarguzasht",601,713, Afsonaning yuksalishi / Afsonaning tugilishi
1262,BAACAgQAAx0Ec8rVjQACBO5kYd79f5GZ11_jZrZD-20YyDonHQAC6gkAAsMwqFKI6AaHvWmDVy8E,"▷ 'Maxluq' 【480p】

ᴋᴀɴᴀʟ ➣ eng zur kinolar",317,714, Maxluq 【】
1263,BAACAgEAAx0Ec8rVjQACBO9kYd8EjylikJMjFjbuty_E7kOaagACLAIAAo3egES1FbHvHKEl_y8E,"PREMYERA.....🔥🔥🔥
🎥 Boyevik kino(kino nomi topilmadi)
🇺🇿 Uzbek tilida
🌆 720p",1078,715, Boyevik kinokino nomi topilmadi
1264,BAACAgEAAx0Ec8rVjQACBPBkYd8EBTTC3t2akTlgyGwTo1gm9gACzQEAAgi1yUY-W5RjE1rG_i8E,"Nomi o'lim ko'li
Janr: #qo'rqinchli #romantika
Nashr qilingan yili: 2018 yil
Reyting: 10dan 4:0",499,716, olim koli
1265,BAACAgIAAx0Ec8rVjQACBPFkYd8EDsCC9jpacwv8aEEbdY_P9wAC3BcAAiXLmUrk5NgAAeiswB8vBA,Afg'on (o'zbek film) | Афгон (узбекфильм) 2011,446,717,Afgon  | Афгон узбекфильм 
1266,BAACAgEAAx0Ec8rVjQACBPJkYd8Fgn2dyftOG4E0_s-OHPAQugACKgMAAl4ZCEZAv3DsLhBTAAEvBA,"🎬 Nomi: PULING BO‘LSA... 2023

💎 Formati: HD
🎭 Janri: #Oilaviy #Komediya #Melodrama #Premyera",374,718,  PULING BO‘LSA 
1267,BAACAgUAAx0Ec8rVjQACBPNkYd8F1XZhTDB3v7Ibv8JhgXzgggACDwkAAvvsUFbtx_m5poCf-y8E,"#Premyera

🎬Nomi: Baron 2 : Sog'inch
➖➖➖➖➖➖➖➖➖➖
🇺🇿Tili: Oʻzbek Tilida 
📀Sifati: 480p Mobile HD
🌏Davlat: O'zbekiston, Rossiya
📆Yili: 2022-yil
🎞️Janri: #Jangari #Kriminal #Drama",677,719, Soginch
1268,BAACAgIAAx0Ec8rVjQACBPRkYd8JUEdCMEJR7mlzgxcIqj5olwACpyAAAq8-KUvjF-ULlK1xjy8E,"🎬 ➺ Snouden
🇺🇿 ➺ O'zbek Tilida",667,720,  Snouden
1269,BAACAgEAAx0Ec8rVjQACBPVkYd8J_DeiMKARrlwO8fQGPp_x0gACoQIAAvs6GUXKfRxtz4x-Oy8E,"Lyuter: Qulagan Quyosh

🇺🇿 ➺ Tili: O'zbek Tilida",556,721,Lyuter Qulagan Quyosh
1270,BAACAgQAAx0Ec8rVjQACBPZkYd8K0QbLk8ASCYVBEOtykwS00QACoA8AAk6DCVBNiU9DWxOnXS8E,"🎬 ➺ Xilvatdagi Uy
🇺🇿 ➺ O'zbek Tilida",413,722,  Xilvatdagi Uy
1271,BAACAgQAAx0Ec8rVjQACBPdkYd8qrYhHRaaakchXmOALisveRgAC8hMAAmanYVKCrt_VpjWWqi8E,"Uch Mushketyor 

Tili: oʻzbek tilida
Janri: ekshin Sarguzasht triller 
Sifati: 480p",492,723,Uch Mushketyor 
